tweet,label
"Beautiful morning at the beach on Anna Maria Island with my wife. #vacation #blessed #happy 
",0
"love getting 5 hours of sleep, and then getting woken up to HORRID allergies. Oh good morning, world. #allergy #wonderful 
",0
"Best evening adult drink w/chocolate #satisfaction is @user DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️ 
",3
"what will we do when #GoTS7 is over? im starting acknowledging  #endoftheworld #GameOfThrones #dontleaveusjustyet 
",0
"'How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all. 
",2
"@user apparently u left a calling card... @ which address cos it certainly wasn't the address u were supposed to be delivering 2!!! #awful 
",0
"Some people are so irrational! #irritated 😒 
",3
"Library vendors sometimes really irritate me, esp. when a new owner has little commitment to what was once a great product + poor manners. 
",2
"'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\n#JonaxxBBTWKab39 
",0
"Those people's #crying who don't usually cry is really #gloomy 
",0
"Unfortunately listening to @user @user (as good as his show is) actually makes me want to emigrate  #worstgovernmentever 
",1
"Tooth was not lettin me sleep last night #restless 
",3
"Here in South Bend, IN, Quad Cities River Bandits leading the SB Cubs 3-0. Organist v fond of   'Master of the House' from 'Les Miz.' #sadly 
",3
"@user UGH I can't even contain my excitement!! 😍 
",1
"its horribly gloomy out rn and im flourishing 
",2
"I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔 
",2
"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions 
",2
"Stated at home the whole day, no eat, no enough sleep, chest and body aching. 😥 
",0
"@user happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕 
",3
"Soooo @user we need longer episodes 🙏🏽🙏🏽😫😫 #insecure 
",0
"i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not. 
",3
"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside 
",2
"@user September? Really? 😢 
",0
"@user I am so stressed today I have time so if they drop it, it would be so nice. 😢 
",1
"So I now have 3 pairs of shit arsehole neighbours; Any advice? #noisy #norespect #bigbuilding #awful #killinginthenameof 
",1
"Make her burst into laughter bcs of you. 
",0
"I went so deep into my thoughts that I started shaking. I real deal upset myself to that point of anxiousness. 
",3
"@user I don't even read the news anymore is to depressing 
",3
"@user Then dont disappoint them 😂 
",1
"Are you #different?! Don't be #afraid, just keep #calm and be what you are :) 
",1
"This officer is a hero! 👏 #dogs_of_instagram #adorable #doglovers 
",3
"Yeah i might look weak when i forgive, but you know what? I pity more on those who hold the rage, hatred &amp; revenge inside. 
",3
"Cyclist slams breaks to pace it to traffic lights. I slam car breaks&amp;tell him careful nearly ran him over=all the cussing #charming #bulwell 
",2
"@user Are u going to see her in the airport? 😃 
",2
"The #eclipse is boring. Check out @user , or @user , or @user , or @user These shows aren't boring.  
",2
"@user 😂😂 i love ur angry comments 
",2
"@user Always saddens me when marriage doesn't work. It's never helps when people get involved and start twisting things too.. 
",2
"'She's alway been an achiever'\nI feel like I'm not.\n #thoughts  
",1
"@user Not like that.. You said you wanna leave for a while and come back soon. I don't look for you bcs i'm afraid i'll annoy you.. 
",2
"#sad #realDonaldTrump #faketweets: Working hard to get the Olympics for the United States (L.A.). Stay tuned! #cnn 
",2
"Received an award at work today.. doesn't mean I need to go up on stage... I'm good thanks. Let me just do my work. #stagefright #shaking 😳 
",0
"I'm shaking in my boots now. The Taffia are in full flow 😂😂 
",3
"@user there would likely have been signs. But let her grieve. It's not your yen yen yen, after all. 
",0
"I really want a fucking knife that I'm not afraid to use! 
",2
"Can't sleep!! Maybe #worry !!!!!! Or Maybe I need to Chang my pillow !! Maybe..!😏 
",3
"Can't pretend that I was perfect leaving you in fear #revenge 🔥🔥🔥 
",1
"When you're leaving for work and your husband is still sound asleep in bed... 😅 can I just stay home? 
",3
"@user &gt; She strikes out again, a slap, then another, advancing, furious, spitting every word. 'Dosph'natha waela lotha ligrr lu'dos&gt; 
",3
"Happy bday @user . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽 
",2
"@user I was wondering earlier how much NPD rage has been slung at Jr. because he's not as cocky as usual. Lol Hopefully a lot. 
",2
"You choose your mood on weather you're going to be a #blessing or be rude.. 
",2
"I still think of you\njust to check\nif it still hurts.\nYes, it does!💔  #selenophile😌😌😌 
",0
"#PMDD symptoms: Feelings of #sadness or #despair, or even thoughts of suicide. 
",2
"#TrumpRally : divisive, rude, incoherent. This man is truly insane. #terrifying #ridiculous I am an Arizonan Against Trump. 
",3
"@user Well, thank you. Sincerely 😊 
",0
"@user They are my hetero guilty pleasure 😂 
",0
"12 PM Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic 
",3
"If you're nervous about tomorrow's #Origin game, just remember, if it's a decider next year it will again be the 'biggest game of all time' 
",1
"'First they #ignore you , then they #laugh at you , then they #fight you , then you #win' #Gandhi 
",3
"@user Genuine refugees are terrified of authority figures. They wouldn't provoke them like this mob. 
",3
"You can clearly appreciate the sub-harmonics in both...-ONE💯😂😂😂👍🏿  
",3
"@user the emoji movie doesnt have a midnight premiere where i live this is an attack #EmojiMovie #midnightpremeire #outrage 
",3
"@user We miss James Comey....he seemed to bring some order to the horrific chaos. We pray for you dear American friends... and Trump voters! 
",2
"@user Guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter 
",1
"Should I be flattered that locals keep asking if Im Swedish? #Swedish #beautiful #Europe 
",1
"I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my #despair? 
",2
"@user is a bully.  plain and simple.  
",0
"@user 'my own mistakes?' Grisk asked - well, more of a growl 'My mistakes meant that I could /learn/ from them and improve!' 
",2
"Skyq is 👌🏼 but it's about time @user sorted there internet out! #dreadful 
",3
"Bitch do not offend me. 
",1
"Majka didn't start  :( 
",0
"Idiot, @user says dumb stuff about his idiot son.  #shocking #TheAppleDoesntFallFarFromTheTree 
",0
"Sam all she fuckin said was about you meeting her rents on Friday which WAS GOING TO HAPPEN ANYWAY YOU DICK #cbb #cbbfinal #arsehole 
",0
"@user McCain is revolting 
",0
"Nothing fuels my daily anger and hatred like a bus driver who stops at a yellow light 
",2
"@user @user @user @user Ring a ring of roses isto do with the plague, Im sure that will offend someone 
",2
"@user don't worry we will take revenge u plan to run naked first .. when r u doing it ... We are showing ur hypocrisy 
",2
"Why am I listening to Trump when #BachelorInParadise is suppose to be on...get this crap off my TV! #ugh  
",2
"Who is terrorist? A person who uses unlawful violence and intimidation, especially against civilians, in the pursuit of political aims. 
",1
"ㅤ❬ @user ❭\nㅤㅤㅤ— know what else to use to make you stop sulking..” He sighed heavily, before putting on a weary expression. 
",2
"@user I want to snatch that beanie 🙃 tbh I'm kinda scared as well 😂 
",0
"It's hard to get me mad but when I'm mad I hold a grudge 
",0
"#UKVI why are you so difficult to access? And why on earth am I being charged exorbitant amounts to understand about my visa status?!  #crap 
",1
"Trump's a Magician.\nBut the Prestige keeps being NOTHINGBURGERS AGAIN\nAnd the idiots keep foaming at the mouth in packs over it.. 
",2
"@user U r but idk to what extent u can go with teasing me 😃 u love it too much. 
",3
"@user no offense but one of my friend watches you and calls you his 'Synpie' which i have no idea why but, he watches your videos 
",1
"I start my day thanking my stars. Then I see my colleague walk away early (notice period- honeymoon scenes) and I wonder 'WHY GOD WHY !' 
",2
"@user horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore £200  
",0
"@user @user @user @user @user Being #gay is not an #insult 
",2
"It's not length, it's A #gnawing #sense of #dread. 
",1
"@user #sorrow of the #world produces #death. [2/2] 
",1
"@user Happy Anniversary!! Have a great day!! 
",2
"@user He will be jeered even more by next year. Doesn't seem to get it that every last European including Brits think he is dreadful 
",0
"Day 10 !!!! #milestone #sober slept 12 hours last night rather than my usual 6 my body made me had no choice. 
",3
"@user  #DeMario was a player but even an allegation of #sexualassault will ruin a life. Be damned sure it's true. #heartbreaking 
",2
"@user It's kay. They were my main healer/caster in HW...but not for SB (for now) sadly. 
",3
"@user I haven't read the Constitution and I don't know you're Canadian. #sad 
",0
"#MiamiBryce asks Buck about Dak Prescott live during ASG. And DC sports talk radio producers get to take the rest of the night off. #outrage 
",1
"@user @user @user @user It's EXCELLENT! #grippedbyfear #fearful #fearsome #fearfearfear 
",0
"@user Maybe Don Jr isn't dumb but wants to take revenge on his dad? 
",1
"idk why i been so bad at talking to ppl lately 😩 like something is literally holding me back but i can’t pinpoint what it is 😞 
",0
"@user YES!! I love making my own coffee drinks at home! #super  !! 
",3
"@user Max £1 bet #crap 
",3
"@user at one point this is what i wanted rba sa? hahaha pero di jud oy di jud ☹ what if ga humss ta? 😭 
",3
"@user @user Where's the picture? 😰 
",2
"Anyone else find it really difficult to stop yourself from making a really petty tweet when ur absolutely raging about something ? 😬 
",2
"@user 😂😂😂😂\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look 😂 
",0
"@user bought a ticket from Harlow T to Heathrow from ticket machine and it was not accepted by Heathrow express #fuming 
",0
"@user I'll be cheering you on from the bench 
",3
"@user @user I've never had someone I've never even met, infuriate me so. 
",1
"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking 
",1
"@user You do know when most people refer to the hair as “lawn” they mean down there right?? 🤣 
",2
"@user I am furious that these passive smokers are huffing all my cig smoke without contributing to the cost of a packet #outrage 
",0
"People look the other way rather than to stick to what is right and just. #sadthought #dismayed 
",3
"@user Ya, writes horror so everything today in the world looks normal to this dark individual 
",0
"An ignominious end ... they changed everything from analog to digital! 😱 IKR? Everyone who still had an analog phone *had* to 
",3
"Just asked someone for help and to low key be my mentor #adulthood #anxiety 
",1
"Absolutely love @user but can't listen to it during my commute on the subway because I burst out laughing and people stare! 
",3
"Are people becoming more annoying or am I becoming more angry?! 😩😒😕\n#introvertproblems 
",0
"@user Just one? 😄  Cress and Thorne from the Lunar Chronicles. Good character arcs + absolutely adorable. 
",2
"Thank you, @user for using the Afghanistan policy of #44... he was pretty smart! \n\nP.S. Do not look directly at the sun! #bad 
",2
"@user I hope didn't scare other people who owned this figure that he will move at midnight 😂 
",0
"I forgive everyone. It's rare for me to hold a grudge. 
",1
"@user @user Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 🦇 
",1
"#moist people aren't #offended by a little typo. 
",1
"Fuming with @user always awful customer service given. #fuming #angry #shitservice 
",2
"@user beyond a joke! So #furious right now you have left my niece, sister and brother inlaw completely in the dark! Crap customer service 
",3
"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365 
",2
"Never stay silent or let anyone intimidate you into silence.  Lets make the world a better, safer place for kids #wallofsilence 
",2
"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017 
",2
"Thousands of pickled certified ostrogoths ! #angry 
",2
"@user @user go ahead &amp; #coon. Would love to see you get hit by a man. I bet you wouldn't find it funny #blackhatematters  
",0
"#gh Jason &amp; Sonny are hearing a little more of what Sam went through #heartbreaking @user @user @user #BillyMiller 
",0
"On that note, petition to take HPE for .5 credits so your horrific grade in there matters less.  #ORUFreshmenAdvice 
",2
"Summertime sadness 
",1
"@user Who even knew that the Eu could be vindictive.  
",1
"When lil bro refills your water bottle cause it's a desert when I sleep... #cheering #lazysis 
",2
"I woke up too moody who gon Die today 😠 
",3
"#congress start charging back the dems #for taxpayers money waisted #pissed off with u 
",2
"@user They are adorable !!! I need them all 😭 
",0
"Why is an alarm clock going 'off' when it actually turns on? #alarm #alarmclock #ThursdayThoughts 
",2
"@user I'm feeling bad for the family dog.  #nightmare 
",2
"Feeling #restless today for some unknown reason 
",0
"Then he will speak to them in his wrath, and terrify them in his fury, saying 'As for me, I have set my King on Zion, my holy hill.' 
",3
"I'm not picky, guys are just intimidated by me... and I don't let dudes run over me or run my life and finances. If u can't respect that bye 
",3
"@user #Women#Powerful#Sentiment\nChibok is NIGERIA #concern 
",0
"@user @user No she incriminated herself with a multitude of felonies over her 2 1/2 decades of #terror on the US\n#MAGA\n#POTUS45 
",0
"@user @user I don't think it's very funny you guys bullying a man for struggling to put on a poncho #bully #bullies #bbc 
",3
"@user Just what in the hell is that supposed to mean? #offended j/k :cD 
",3
"I loved you even when everyone told me it was a bad choice 😕 #wish #you #stayed #away 
",2
"Siward, with him #father to #anger; blunt not confessing #MacduffWasGoing 
",1
"@user Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor🇬🇧 
",0
"@user Indeed 😲\nAlways a #worry for our #homeland #Gibraltar #Spain \n#Tale or #foretelling #future\n#great #short #story 
",2
"@user @user @user  Not religious, but a game that the Inuit women play - first one to laugh, or breathless, losses. 
",2
"@user #F3Roswell #Preblast\nI've been handed the keys to Roswell Area Park. See you in the gloom. Be ready to slip &amp; slide at 0530 
",3
"@user Sir, people need revenge 
",3
"#pissed Hate losing more than Montrezl Harrell Why have meteorologists been so impressive after that pick. 
",0
"I hate you.\nI want to know how you feel about me though. Because I want you to like me so I can break you.\n#darkerside #revenge #wasteoftime 
",0
"I've used almost half of my printing money and it's the first day of the semester. #pissed 
",3
"@user OMG! Are you kidding me with this? I thought Pence was bad but they had to go even farther!  
",0
"I just tore my 2nd meniscus in 2 months what the fuck have you accomplished. But seriously, reaching maniacal laughter pain/WTF, self?-ness 
",1
"No offense but I was team cap in civil war but I understood some of Tony's reasoning 
",2
"#happiness can be found, created or curated.\n\n#depression #DepressionAwareness #Depressed 
",3
"@user Some jurono play very smart dont support truth but give opinion in a way tht ensures  government dont feel offended 
",2
"What's wrong is always available so is what's right, you decide on what to focus. #success  
",0
"Thx Netflix for making me hooked on Fosters!!! #anxiety #crying #cantturnitoff 
",1
"@user @user @user People know your serious now brother! #awesome 
",1
"What are some good #funny #entertaining #interesting accounts I should follow ? My twitter is dry 
",1
"In this state of #terror, you are far more susceptible to #addiction. 🤔\n\nAlso more likely to spend your #money in attempt to feel better. 
",2
"i know i have been ranting these for days,  but fuck how can they dub weightlifting so poorly?  😠 
",2
"Elle: a delicious, dark, perverse work of intrigue, streaked with cruel humour. Superb performance from Isabelle Huppert. A one off #ElleDVD 
",1
"We have a GLOBAL problem: Illicit trade in #tobacco products presents a serious #threat to public #health. #UNTobaccocontrol @user 
",3
"And then when you tell those people, they’re wrong in their stance, they want to get mad and start bullshit. I don have time. 
",2
"huddling before flames\ndon't let poetry scare you\nproduction is wild\n#haiku 
",3
"reminds me a little of Monster (though on a tiny scale) and it has one of the most genuinely horrific villains I've ever seen 
",3
"One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered 
",1
"@user I always preferred the quiver 
",1
"@user @user @user That's like asking someone to back up a claim that toddlers throw temper tantrums. 
",3
"'I smile. I laugh. \nBut behind it, is a mysterious me.' 
",2
"When you took off for expo but the flight you need is sold out 😭😭😭 So no expo for me   
",3
"I'm a talkative person but how does the scowl on my face at 7 am lead my neighbors to believe that now is the time for conversation? 
",3
"One chair is having the munchies. Are Alpacas edible? #afraid #WhattheFAC #SalientFAC #Salient2017 
",2
"I dont know if i'm able to take care of kids or not. Duduk dengan anak sepupu (boy) pun dah menguji kesabaran 😅 
",0
"@user Crown? Teaching the kiddies to have a flutter? 
",3
"#AmarnathTerrorAttack saddened to hear this ....need to take strict action against #terrorism ... 
",0
"going back to work today is so depressing 
",2
"Today, no matter how desperate or dire your situation nothing is too difficult for God. (Jeremiah 32:27) #JustBreath #HeIsAble #Believe 
",3
"@user Russia , Russia Russia, Know any other word??? It gets old folks. We need to work together. Dems having tantrums!!! 
",1
"@user « crouch, as though she is about to attack. She launches herself into the air towards me and explode in tiny dazzling orbs of » 
",2
"@user @user @user Congratulations Jo, that's fantastic #30Years #inspiring 
",0
"@user #bitter we all have bad experiences, this was 22 years ago...time to let it lie... @user forever ❤😍❤ 
",3
"@user do you have the first peppa pig vid with come out ye black and tans handy? obviously lost online with the old page :( 
",2
"max @user is lit af he rly put up w my dumb ass for abt two yrs ol boy deserves an award &lt;3 i lov him sm hes a delight &amp; a half 
",1
"The hype is real. #SagasOfSundry #dread is amazing. @user 
",1
"We are hard-pressed on everyside, yet't crushed; we are perplexed but't in despair; persecuted, but't forsaken; struck down, but't destroyed 
",3
"@user This thread is a bunch of Putin lovers rejoicing over a video posted by Iranian state television. Sad! 
",3
"JaredKushner &amp; IvankaTrump are called senioradvisors,but are more like #caregivers who try to moderate dads outbursts of #narcissistic #rage 
",2
"House sitting for MIL. Feeding baby @ 3.45 and cat starts scratching at door. Mummy now needs a nappy :S #terrified #NeverAgain #nope 
",0
"I'm sorry but it just feels wrong to have an All-Star Game without #Bryzzo there. #depressing #ASG2017 
",2
"@user dude, you're killing it on KSR #hilarious #AradioNatural 
",0
"stand on ze point! standing near ze hurting. good to lose. zhe flesh is exciting! oh ho hoh! zhat book certainly seems angry! 
",1
"season 6 #glee 
",0
"Yaaaaaaaaaaaas!!!! Scotty Sinclair #wonderful #magical 
",3
"@user @user U envying Blac Chyna money yet wanting donations urself 4 whiteman #gossip #snarl! 
",0
"Adam Sandler is actually super hilarious &amp; all his movies are funny &amp; heartwarming 
",0
"'A #nation is a #society #united by #delusions about its #ancestry and by common #hatred of its #neighbors.' #Fact #TeamFollowBack 
",0
"Mon the Blues! #origin #queenslandvsnsw #blues #hayneplane 🔵🔵🔵🔵🔵🔵🔵 
",1
"@user increasingly I am. Corbyn would screw us with his ideology. Don't expect tories to do it through sheer incompetence. #grim 
",0
"@user @user Looking forward to the big fella's comeback... #furious 
",2
"I am a terrible person. I have a viscerally negative reaction to Big Bird's new voice on Sesame Street. #shudder #nope 
",2
"@user @user Ou geek 😄 
",1
"Sad to hear interviews w/ Trump voters, now terrified abt losing healthcare\n\n#npr #cnn #HuffPostPol #nyt #WaPo #AP_Politics #BBCnews #msnbc 
",1
"It's 2017 and there still isn't an app to stop you from drunk texting #rage 
",2
"When people tell me they're a huge fan of #LordOfTheRings, but they've never read any of the books...\n\n#sadness #despair #misery #covfefe 
",3
"@user This is ☀️this is clouded sky 🌥😂😂😂👍🏽😁👏🏽 
",0
"Words may sting. But silence is what breaks the heart. 
",1
"My work called me at fucking 5 am to tell me to come in at 6 instead of 7 I’m fuming 
",0
"Mayweather's trash talking is on par with Nate Diaz #terrible would love to see McGregor KO him #MayweatherVsMcGregor 
",3
"#NoBetterFeelingThan teetering right on the edge..\n\n#joy #pleasure #happiness #bliss #anticipation 
",1
"#muggymike #revenge oh dear 
",0
"I'm furious, wondering what happens after the latest 'Yep, sounds pretty treasonous' scandal. At least calling Sens is something we can DO. 
",2
"Family stuck with crappy options thanks to @user .  Worst airline.  #furious 
",1
"Depression &amp; fear come when we're hyper-focused on what we don't have or who we're not instead all that we have and who we are! #contentment 
",1
"Hello puss! Puss puss puss! Don't be afraid! 
",0
"Actually gunna miss America a lot 😰 
",3
"When you realize you start college in literally less than a month hahahaha what the FUCK I just wanna be a #carefree teen forever TF 
",3
"That moment you pour your heart and soul to a girl, she reads the message, but doesn't reply #love  #relationship #help #idontknow 
",2
"'Suddenly I can do so much, &amp; it feels like my brother was holding my back in a way, &amp; that feels like a horrible thing to say' #InsightSBS 
",1
"Once you've been hurt, you're so scared to get attached again, you have a fear that every person is going to break your ❤️💯 
",0
"Honestly Michael Clifford is so fucking ugly who let that rabid dog make music 
",2
"It is a shameful thing to be weary of inquiry when what we search for is excellent. - Marcus Tulius Cicero #ALDUBersaryin5Days @user 
",0
"Jellyfish are turtles' food, turtles that you kill by throwing YOUR plastic wastes in the sea. So don't complain when they sting your ass. 
",2
"OH YEON SO's kdrama is so nice and i am still in awe that she and dara are friends now.. hope they can have kdrama soon! 
",3
"This rain had me dancing in the street #rejoice #rejoice #thetimeofgreatsorrowisover 
",0
"@user @user the one college stadium I really hope the offense is atrocious Who TF is Derron Smith? 
",1
"someone cheer me up 
",3
"For every dark night🌑, there's a brighter day🌞. 
",0
"Consider the language. She says DJT Jr. Sought, wasn't promised, dirt on HRC. Will inflame the left, may compel the right to lash out. 
",1
"Getting out of the car park could take longer  than the Jimmy Carr show ran #nightmare 
",1
"@user tou sad 
",0
"Cream tea @user #delicious 
",0
"Quick annoyingly vague scream into the void: AAAAAAAAAAGH. I'm nervous, excited, terrified, trying not to get my hopes up 
",3
"@user Stop fearing and stop fearmongering. You are much better than that. 
",0
"New #madden franchise league on XB1 coming soon Follow &amp; DM if interested full 32 team league 1st 5 help decide rules &amp; rosters 
",0
"#BonnieRaitt just made me feel all the feels. 😭 #favorite  
",0
"I hate when stupid ass shit irritate me 
",0
"Saddest part about messing up both my legs/ankles? I miss heels. Being a 7fg giant was fun. #sadness 
",2
"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this #anxiety, #depression, or both? #tiredoflife 
",3
"Earlier: where's #NotInMyName gang?\nNow: hope they have placards condemning Islamic terrorism. \nNext: ? 
",0
"Been so active these days. That now that I have a day off, I am soooo restless. :P Haven't been restless in months. 
",0
"At least @user not turning up is not the most outrageous thing at #F1Live #Kaiserchiefs  
",1
"Article 370 must be abolished. Human rights must be denied to these NGOs, Separatist n terrorists who advocate peace n terrorism. @user 
",1
"furious refrigerator makes you blitzed 
",2
"WOW this season is going to be GOOOOOOOOOOOOOOOOOOOOODDDDDDDDDDD AHHHHH #shocking and #Intense 
",1
"@user @user did u take a fee for this instead of just pointing? #outrage #twitterfume 
",3
"Don't be light and dark, night and day, smile and cry, ――you and me. 
",0
"@user Muslims r justifying terror attacks on Hindus citing babri, but who is hurting Hindu sentiments time and again by killing cows? 
",1
"Most condemn, some protest and few revenge, it takes guts. That's all. \r#AmarnathTerrorAttack #Hindu #Kashmir #RajnathSingh #Modi #Ninda 
",3
"#Media will debate, politicians will blame each other, on the ground it feels amply clear #India stands defeated against #terror. #Breaking 
",0
"I should've gotten an apartment with Kenneth 😭 
",0
"@user just because you married money doesn't mean you have class it just means you are a high prices prostitute.  #adorable 
",2
"'...built in #order to #start #afresh. Such #thoughts caused #energy to #flag, and #people concerned...' (The #City CoA) 
",2
"@user I have tried #PUR Mojito Lime mints They are #delicious 😘Happy #NationalMojitoDay to all #contest #win ✅💚 
",0
"sometimes I think I'm just #afraid as a person 
",3
"Grind smarter.  #Hustle #Grind 
",2
"@user I try not offend too but tbh if anyone says anything bad about Aaron or Aaron stans that's when I start getting shitty 😂 
",2
"@user Nope and never has despite tech support saying it's a network issue. Support and communication has been awful. 
",2
"When one door closes another one opens #opportunity #growth #optimism 
",2
"Your smile could never make me frown. 
",0
"Goddamn fucking piece of shit panic attacks... 
",2
"Is it national dont use your blinker day or something? Wtf!  
",1
"@user ... or have an earpiece that feeds him gruelling questions by an irate news editor :) 
",2
"how can u expect me to love something that makes me so unhappy? 😌 
",2
"angry? the austrian in front of you is even angrier 
",0
"I can't wait until I finally meet the loml. These pussy boys are really starting to irritate my soul. 
",1
"i love his smile 
",0
"@user why is your phone and booking system so poor  
",1
"@user Wishing you well sir... you are an extremely straightforward and jovial person... 
",0
"Is it weird to look at your creative work and not know if it looks good or not? 🤷🏻‍♀️ Does this even make sense? #😂 #design #EclipseDay 
",0
"@user This isn't about the UK government, sadly: reading what I can of the article, it's coverage of the Irish law review. 
",1
"@user @user Can you falter Katli? 
",0
"I miss my friends so badly 😢 
",2
"4 years 😭rest in piece  #coreymontheith #glee 
",1
"Today #wanking target: #Long #sexy #tongues\nThat's my #fetish - #long #yummy #tongue\nIf any girl want,sent me your tongue photo :) I love it 
",3
"Feeling full of existential dread? Bash mass surveillance 🌱 
",2
"I can't believe a burrito was left on this sink and nobody though to trash it 
",3
"first ever doctors appointment without my mum, how daunting 
",1
"I'm 7 months sober today and still, all I want is to dig up my xanax and turn off my brain 
",0
"Nicole: we have to go somewhere warm and tropical\nMe: okay where?\nNicole: Oakland\n\nWhy does no one in my life ever look at a map?? #lost 
",3
"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends 
",3
"Thankful 4 Mother Nature's help with the 'watering ', downside, my legs are protesting 😣 #ouch #snap #crackle #pop rice crispies 4 legs 😀 
",1
"Jock! Pakistani are Firing on loc without reason.They r Killing our Pilgrims. #PMO Thanks! V r safe! R V #warfools ? #fearing PAK nuke?? 
",3
"With you, I'm lost in the moment. Without you I'm lost in the world.❤️🤐 #world  #moment #lostinthemoment #You 
",0
"Why do I get mad so easily 😐 
",1
"zayuuum...bey's tatas got huge lol😋 #yummy 
",2
"mom asked if i wanted acrylics &amp; i said 'no because you never know when someone gon let me tickle they pussy' she was deeply offended. lbvs 
",1
"ever shit and just become another cog in the chat i will not hesitate to smack ur bottoms 
",1
"Low key Dro f*cked Molly like he had a point to prove lmao 😂 #InsecureHBOِ #insecure #MollyOutHereWreckingHomes #repeatcycle 
",0
"And the idiots are still gobbing their ridiculous garbage with no better brain it's all they do: the relentless braindead garbage gobbers 
",3
"they think they're The Shit when they ain't shit gdi im bursting with anger 
",0
"@user But his mannerisms are hilarious !! 
",0
"@user Duna what u mean mate, am a delight 
",2
"When you call the sick line hysterically crying. #awkward #anxiety #depression. Prob gonna get fired. 💔lol 
",3
"Sector71-78 area is all full of #Immigrant #bangladeshi they are a #threat to us\nthey #steal #Rape #Kill #bully \n#SaveHindusInHindustan 
",3
"The Republicans need to offer a detailed and competitive plan, if they don't buy counter terrorism, or their own plan. 
",1
"I CANT EVEN BREATHE IMM STILL ROLLIN UP THAT CHRONIC 😤 
",1
"Nobody *assumed* what role you should play. It was a dream cast. It's not real life. Get over yourself and pipe down. #rage 
",2
"Still at school 🙁 
",0
"@user Wherry has, but pnp has been not so much sadly 
",3
"Apologies don't have to be sincere. They make great place holders while you quietly harbor rage and plot adequate revenge.#TuesdayMotivation 
",3
"wanna hangout with mah bessy ☹ 
",2
"@user good to know 👌🏼 I'm hard to offend when it comes to tmi shit lol 
",3
"U know what's very pathetic? The fact that I dearly miss my professors but they probably forgot about me already. #sad #:( 
",0
"@user Sorry to burst your bubble, but opposition research is part of every political campaign.  Doesn't matter where it comes from. 
",2
"Wtf is wrong with u pldt 😤 
",3
"@user .@CrowGirl42 and I also! If you're over 105 wear whatever the hell you want! 😅 
",3
"Would love to stop crying sometime today, on my tenth cry 🙄 deep sadness on top of food poisoning do not mix. #miserable 
",3
"They'll pollute workplaces, threaten the existence of others and destroy relations its all they know how to do without CONSEQURNCES 
",0
"Defin @user Worst.Internet.Service.Ever. The cancer of monopolies  
",3
"@user Do you live in Manhattan, broflake? You're fake outrage is at whiny-Millennial level. 
",3
"Gutted for #andymurray. #sadness #balls #Wimbledon2017 🎾😬🎾 
",0
"flatmates provocating pine pollen man 
",2
"@user LOL 😍 This show is so funny 
",0
"@user may I ask a question please #scared 
",3
"@user @user No ones trying to fuck with you tiff. 
",3
"@user Yeah I've had that, l say hopefully you'll never get it then you horrific waste of skin. 
",0
"Few things more frustrating that organisations who don't have media contact numbers and request you 'fill out our online form' #rage 
",3
"@user Nana's death in the Royle Family 😢 
",0
"met a cute virgo boy from maine. He shared his joints with me while we harmonized in a garden.  
",3
"@user @user And using political power to exact #revenge when they don't get what they want. #Kushner 
",3
"I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my ? 
",0
"Grumpy AF today #badsleep  #grumpy 
",3
"When you watch @user #MainEvent and play a small tourn. in your local 🇦🇹 cardroom. #limpedpot #familypot #horrible #polkish 
",3
"see, that shit would irritate me so much. don't save my picture and then have a secret circle jerk on twitter about how you DONT like me 
",2
"Don't be afraid of your fears. Their purpose is not to frighten you, but enlighten you and lead you into a better future. #dailycraig #fear 
",1
"I don't know how much longer I can play stupid 😒😔 #heartbroken #stupid #sadness 
",1
